feedback_id,campaign_id,feedback_text,sentiment,sentiment_score,issue_category,severity,feedback_source,feedback_date,resolution_status,response_time_hours,customer_segment,channel_of_campaign,repeat_complaint,escalation_required
FB47123,CMP15072,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Negative,-0.22,Hidden Charges,Low,Call Center,2025-08-07,Resolved,127.0,Healthcare Workers,Call Center,False,False
FB47124,CMP17837,Your WhatsApp Business messages are too frequent. Considering blocking!,Negative,-0.29,App Issues,Low,Chatbot,2023-01-29,Closed,64.0,High-Value Transactors,Call Center,False,False
FB47125,CMP13366,Loan processing fee was higher than mentioned in campaign. Please clarify!,Very Negative,-0.89,Poor Timing,Medium,Branch,2025-01-22,Escalated,68.0,Senior Citizens,SMS,True,False
FB47126,CMP13618,I opted out of marketing communications but still getting WhatsApp promotions.,Negative,-0.11,Aggressive Sales,Medium,Survey,2025-08-26,Escalated,,High-Value Transactors,Call Center,True,False
FB47127,CMP14783,Loan processing fee was higher than mentioned in campaign. Please clarify!,Negative,-0.23,Unclear Terms,Medium,Chatbot,2024-08-05,Resolved,140.0,Government Employees,Push Notification,True,False
FB47128,CMP14356,I've already unsubscribed but still receiving marketing calls. Very frustrating!,Very Negative,-0.61,App Issues,High,Survey,2023-01-02,In Progress,76.0,Senior Citizens,SMS,False,True
FB47129,CMP17410,Credit limit mentioned in message doesn't match my actual approved limit.,Very Negative,-0.49,Irrelevant Offers,High,Survey,2025-04-18,Resolved,96.0,Women Professionals,Call Center,False,True
FB47130,CMP16376,Multiple calls from different executives for same product. Poor coordination!,Negative,-0.3,Hidden Charges,High,Survey,2024-11-10,Resolved,83.0,NRI Customers,Email,True,True
FB47131,CMP14211,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.27,Irrelevant Offers,High,Call Center,2025-05-18,Closed,13.0,Self-Employed,SMS,True,True
FB47132,CMP19391,Email said exclusive offer but everyone got the same. Not really exclusive!,Very Negative,-0.78,Irrelevant Offers,Critical,Chatbot,2023-12-22,Open,86.0,High-Value Transactors,Push Notification,False,True
FB47133,CMP11018,I'm not interested in loans but keep getting loan offers. Wrong targeting!,Negative,-0.2,Unclear Terms,High,Email,2025-08-31,Open,152.0,Retired Professionals,SMS,False,True
FB47134,CMP18475,Campaign said instant approval but waiting for 5 days now. False promise!,Negative,-0.1,Technical Issues,Medium,Call Center,2026-04-06,Open,69.0,First-Time Borrowers,Email,False,False
FB47135,CMP10833,General inquiry about the campaign offer.,Neutral,0.04,General Inquiry,Low,Branch,2023-05-28,Resolved,132.0,Salaried Gen-Z,Push Notification,False,False
FB47136,CMP10643,Promotional message language was different from my preference. Update records!,Negative,-0.02,Technical Issues,High,App Review,2023-11-05,Closed,13.0,Mass Affluent,SMS,False,True
FB47137,CMP13070,Your executive called me during office hours for loan offer. Very unprofessional!,Very Negative,-0.33,Unsubscribe Failed,High,Social Media,2024-09-01,Closed,16.0,Healthcare Workers,Push Notification,False,True
FB47138,CMP14063,Your executive called me during office hours for loan offer. Very unprofessional!,Negative,-0.04,Unclear Terms,Medium,Email,2024-02-23,In Progress,39.0,SMB Owners,Call Center,False,False
FB47139,CMP19988,Loan processing fee was higher than mentioned in campaign. Please clarify!,Very Negative,-0.5,Unsubscribe Failed,Critical,Email,2024-06-19,In Progress,163.0,SMB Owners,SMS,False,True
FB47140,CMP13571,The interest rate in SMS was different from what your branch quoted. Cheating!,Negative,-0.09,Wrong Customer Details,Low,App Review,2024-02-20,Closed,124.0,HNI Customers,WhatsApp,False,False
FB47141,CMP11009,The offer mentioned in SMS is not applicable to my account. Misleading information!,Negative,-0.17,Hidden Charges,Medium,Survey,2026-03-01,In Progress,28.0,Healthcare Workers,SMS,True,False
FB47142,CMP17166,App crashed when I tried to avail the campaign offer. Losing trust!,Negative,-0.1,Unclear Terms,High,Social Media,2024-07-26,Escalated,58.0,Salaried Millennials,Email,True,True
FB47143,CMP15388,General inquiry about the campaign offer.,Neutral,0.05,General Inquiry,Low,Chatbot,2024-04-25,Open,20.0,Self-Employed,Email,False,False
FB47144,CMP18123,Campaign said instant approval but waiting for 5 days now. False promise!,Negative,-0.17,Aggressive Sales,High,Survey,2024-01-23,Open,148.0,Senior Citizens,Email,False,True
FB47145,CMP15461,Your executive called me during office hours for loan offer. Very unprofessional!,Negative,-0.17,Service Delay,High,App Review,2024-09-06,In Progress,22.0,SMB Owners,Call Center,True,True
FB47146,CMP13186,Promotional message language was different from my preference. Update records!,Negative,-0.24,Misleading Information,High,Branch,2024-09-19,Escalated,58.0,Self-Employed,Call Center,False,True
FB47147,CMP12841,I opted out of marketing communications but still getting WhatsApp promotions.,Negative,-0.12,Unsubscribe Failed,High,Chatbot,2023-10-10,Resolved,71.0,Retired Professionals,Email,True,True
FB47148,CMP17920,General inquiry about the campaign offer.,Neutral,0.14,General Inquiry,Low,Branch,2024-01-12,Resolved,23.0,Government Employees,Call Center,False,False
FB47149,CMP11090,General inquiry about the campaign offer.,Neutral,0.07,General Inquiry,Low,Social Media,2024-04-29,Closed,62.0,Healthcare Workers,Call Center,False,False
FB47150,CMP13598,Email said exclusive offer but everyone got the same. Not really exclusive!,Negative,-0.23,Wrong Customer Details,Medium,Branch,2025-03-24,In Progress,123.0,Existing Loan Customers,Push Notification,False,False
FB47151,CMP14261,Multiple calls from different executives for same product. Poor coordination!,Very Negative,-0.32,Aggressive Sales,High,App Review,2025-07-20,Escalated,73.0,NRI Customers,Call Center,False,True
FB47152,CMP17807,Your WhatsApp Business messages are too frequent. Considering blocking!,Very Negative,-0.46,Spam/Excessive Messages,Medium,Email,2026-04-12,Resolved,69.0,Retired Professionals,Call Center,False,False
FB47153,CMP18528,Your app showed pre-approved loan but branch rejected. False advertising!,Negative,-0.09,Service Delay,Medium,Email,2025-11-29,Open,148.0,Low-Balance Customers,Push Notification,False,False
FB47154,CMP12315,Received 5 promotional messages today alone. This is harassment!,Negative,-0.2,Technical Issues,Medium,Social Media,2023-09-17,Resolved,104.0,Salaried Millennials,Email,False,False
FB47155,CMP15848,I opted out of marketing communications but still getting WhatsApp promotions.,Very Negative,-0.33,Service Delay,Critical,App Review,2024-06-21,Open,83.0,Women Professionals,WhatsApp,False,True
FB47156,CMP19991,Loan processing fee was higher than mentioned in campaign. Please clarify!,Very Negative,-0.32,Wrong Customer Details,Critical,Survey,2023-06-23,Closed,61.0,Salaried Millennials,Push Notification,False,True
FB47157,CMP18491,The interest rate in SMS was different from what your branch quoted. Cheating!,Very Negative,-0.97,Duplicate Messages,Critical,App Review,2024-06-05,Resolved,50.0,Healthcare Workers,Call Center,False,True
FB47158,CMP16659,Your campaign mentioned free insurance but it had premium after first year.,Negative,-0.03,Misleading Information,Low,Email,2024-04-06,Closed,83.0,Government Employees,SMS,False,False
FB47159,CMP11375,The credit card upgrade offer was excellent. Enjoying the new benefits!,Positive,0.33,Appreciation,Low,App Review,2026-01-22,Open,39.0,Healthcare Workers,Email,False,False
FB47160,CMP12750,The EMI calculator in campaign shows different amount than actual EMI.,Negative,-0.03,Privacy Concerns,High,Email,2023-09-19,Resolved,104.0,Existing Loan Customers,SMS,False,True
FB47161,CMP12418,General inquiry about the campaign offer.,Neutral,0.04,General Inquiry,Low,Email,2023-01-09,Escalated,,Salaried Millennials,SMS,False,False
FB47162,CMP18742,The app notification for bill payment reminder was helpful. Avoided late fee!,Positive,0.84,Appreciation,Low,Social Media,2025-03-23,In Progress,17.0,Mass Affluent,Call Center,False,False
FB47163,CMP18920,General inquiry about the campaign offer.,Neutral,0.04,General Inquiry,Low,Social Media,2023-02-24,In Progress,129.0,Dormant Account Holders,Push Notification,False,False
FB47164,CMP10758,General inquiry about the campaign offer.,Neutral,0.23,General Inquiry,Low,Chatbot,2023-08-31,In Progress,100.0,SMB Owners,Push Notification,False,False
FB47165,CMP17479,The interest rate in SMS was different from what your branch quoted. Cheating!,Negative,-0.13,Service Delay,Low,App Review,2023-06-21,Escalated,93.0,Existing Loan Customers,SMS,False,False
FB47166,CMP12819,Received personalized offer matching my needs. Good targeting!,Positive,0.94,Appreciation,Low,Call Center,2025-12-26,Open,166.0,Government Employees,WhatsApp,False,False
FB47167,CMP13209,Received personalized offer matching my needs. Good targeting!,Positive,0.45,Appreciation,Low,Branch,2025-07-29,Open,121.0,High-Value Transactors,Push Notification,True,False
FB47168,CMP18887,Timely SMS about FD rate increase helped me invest at the right time. Thanks!,Positive,0.42,Appreciation,Low,Call Center,2024-11-20,Closed,3.0,SMB Owners,Call Center,False,False
FB47169,CMP17776,Your executive called me during office hours for loan offer. Very unprofessional!,Negative,-0.06,Aggressive Sales,Critical,Chatbot,2025-06-12,Escalated,99.0,Government Employees,WhatsApp,False,True
FB47170,CMP19625,Your push notification timing is terrible. Getting messages at midnight!,Very Negative,-0.51,Duplicate Messages,High,Email,2023-08-19,Closed,,Premium Card Holders,Call Center,False,True
FB47171,CMP14970,The credit card offer was not as mentioned. Hidden charges everywhere!,Negative,-0.04,Unclear Terms,Medium,Email,2025-06-09,Closed,128.0,Government Employees,Email,True,False
FB47172,CMP10120,I'm not interested in loans but keep getting loan offers. Wrong targeting!,Negative,-0.15,Privacy Concerns,High,Chatbot,2023-09-30,In Progress,,Senior Citizens,Push Notification,False,True
FB47173,CMP17347,I'm not interested in loans but keep getting loan offers. Wrong targeting!,Very Negative,-0.4,Wrong Customer Details,High,Social Media,2024-06-25,Closed,28.0,Healthcare Workers,Call Center,True,True
FB47174,CMP19181,The EMI calculator in campaign shows different amount than actual EMI.,Negative,-0.28,Unclear Terms,Medium,Email,2025-05-28,Escalated,9.0,Self-Employed,Email,False,False
FB47175,CMP14070,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Very Negative,-0.92,Technical Issues,Low,App Review,2025-04-12,Resolved,91.0,HNI Customers,Email,False,False
FB47176,CMP19152,Multiple calls from different executives for same product. Poor coordination!,Negative,-0.15,Service Delay,Medium,Chatbot,2024-01-09,In Progress,96.0,SMB Owners,Email,True,False
FB47177,CMP16520,Received personalized offer matching my needs. Good targeting!,Positive,0.55,Appreciation,Low,Social Media,2026-04-29,Closed,4.0,HNI Customers,WhatsApp,False,False
FB47178,CMP11324,General inquiry about the campaign offer.,Neutral,0.12,General Inquiry,Low,Survey,2026-02-22,Open,48.0,Retired Professionals,WhatsApp,False,False
FB47179,CMP11868,Great offer on personal loan! Applied and got approval within hours. Impressed!,Positive,0.49,Appreciation,Low,App Review,2024-10-12,Open,107.0,SMB Owners,Email,False,False
FB47180,CMP14960,The festive offer on home loan saved me a lot on processing fees. Happy customer!,Positive,0.77,Appreciation,Low,Email,2024-02-24,Open,84.0,SMB Owners,Call Center,True,False
FB47181,CMP15969,The offer mentioned in SMS is not applicable to my account. Misleading information!,Very Negative,-0.59,Duplicate Messages,High,Email,2025-04-07,Closed,107.0,Mass Affluent,SMS,False,True
FB47182,CMP14784,I'm not interested in loans but keep getting loan offers. Wrong targeting!,Very Negative,-0.32,Poor Timing,High,Call Center,2023-10-03,In Progress,1.0,Existing Loan Customers,Call Center,False,True
FB47183,CMP16109,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.24,Poor Timing,Medium,Survey,2024-10-24,Open,74.0,IT Professionals,Email,True,False
FB47184,CMP15476,General inquiry about the campaign offer.,Neutral,0.25,General Inquiry,Low,Survey,2024-10-16,Closed,23.0,Existing Loan Customers,WhatsApp,False,False
FB47185,CMP12294,Timely SMS about FD rate increase helped me invest at the right time. Thanks!,Positive,0.84,Appreciation,Low,Survey,2023-01-11,Closed,62.0,Premium Card Holders,Email,False,False
FB47186,CMP13127,General inquiry about the campaign offer.,Neutral,0.02,General Inquiry,Low,App Review,2023-05-29,Escalated,133.0,Low-Balance Customers,Call Center,False,False
FB47187,CMP13804,Multiple calls from different executives for same product. Poor coordination!,Very Negative,-0.83,Duplicate Messages,Critical,Call Center,2023-07-03,Closed,,Healthcare Workers,SMS,False,True
FB47188,CMP12129,Your WhatsApp banking is very convenient. Love the quick response!,Positive,0.56,Appreciation,Low,Email,2025-05-15,Resolved,,Existing Loan Customers,Email,False,False
FB47189,CMP17519,I've already unsubscribed but still receiving marketing calls. Very frustrating!,Very Negative,-0.3,Hidden Charges,High,Chatbot,2024-05-13,Open,66.0,Low-Balance Customers,SMS,False,True
FB47190,CMP13264,App crashed when I tried to avail the campaign offer. Losing trust!,Negative,-0.12,Hidden Charges,Medium,Chatbot,2024-01-08,In Progress,50.0,NRI Customers,Push Notification,False,False
FB47191,CMP16118,The credit card offer was not as mentioned. Hidden charges everywhere!,Very Negative,-0.79,Spam/Excessive Messages,Critical,Social Media,2026-03-18,Escalated,95.0,Healthcare Workers,Email,True,True
FB47192,CMP12424,The festive offer on home loan saved me a lot on processing fees. Happy customer!,Positive,0.49,Appreciation,Low,Branch,2025-09-20,Open,29.0,Students,WhatsApp,False,False
FB47193,CMP11224,Great offer on personal loan! Applied and got approval within hours. Impressed!,Positive,0.93,Appreciation,Low,Social Media,2025-08-27,Escalated,43.0,IT Professionals,Email,True,False
FB47194,CMP12922,The offer mentioned in SMS is not applicable to my account. Misleading information!,Negative,-0.01,Unclear Terms,High,Branch,2023-04-18,Open,96.0,Premium Card Holders,WhatsApp,False,True
FB47195,CMP10732,Timely SMS about FD rate increase helped me invest at the right time. Thanks!,Positive,0.48,Appreciation,Low,Email,2025-08-29,Resolved,105.0,Retired Professionals,Call Center,False,False
FB47196,CMP10789,Your campaign mentioned free insurance but it had premium after first year.,Negative,-0.25,Irrelevant Offers,Low,Chatbot,2025-10-14,Closed,62.0,Government Employees,Push Notification,False,False
FB47197,CMP11157,Credit limit mentioned in message doesn't match my actual approved limit.,Negative,-0.1,Poor Timing,Medium,Chatbot,2025-02-16,Open,116.0,Low-Balance Customers,WhatsApp,False,False
